"project.name","version","name","amc","max_cc","avg_cc","loc","noc","rfc","npm","wmc","dam","ca","cbm","cbo","ce","ic","max.coupling","min.coupling","mean.coupling","is.change.prone"
"pBeans",2,"net.sourceforge.pbeans.servlet.UpdateResult",6,2,1,22,0,6,2,3,1,1,0,1,0,0,0.8299999833107,0.280000001192093,0.62260869598907,TRUE
"pBeans",2,"net.sourceforge.pbeans.util.NameValueArray",12.5,1,0.5,30,0,3,2,2,0,3,0,3,0,0,0.879999995231628,0.340000003576279,0.626956520521122,FALSE
"pBeans",2,"net.sourceforge.pbeans.data.DefaultDatabaseFactory",46.5,1,0.75,193,0,28,4,4,1,1,0,4,3,0,0.959999978542328,0.330000013113022,0.745217393921769,FALSE
"pBeans",2,"net.sourceforge.pbeans.data.BeanWrapper",9,0,0,12,0,2,1,1,0,3,0,3,0,0,0.939999997615814,0.400000005960464,0.731304350754489,FALSE
"pBeans",2,"net.sourceforge.pbeans.LogicalOperator",5.5,1,0.5,15,0,3,1,2,0,3,0,3,1,0,0.889999985694885,0.370000004768372,0.654347826605258,FALSE
"pBeans",2,"net.sourceforge.pbeans.data.Database",0,1,1,16,0,16,16,16,0,4,0,7,3,0,0.939999997615814,0.360000014305115,0.750000001295753,TRUE
"pBeans",2,"net.sourceforge.pbeans.GlobalPersistentID",12.5,4,1.25,110,0,24,8,8,1,8,1,9,1,1,0.939999997615814,0.540000021457672,0.7780434826146,TRUE
"pBeans",2,"net.sourceforge.pbeans.servlet.RequestHelper",33.42857143,1,0.7143,244,0,32,7,7,1,0,0,7,7,0,0.949999988079071,0.200000002980232,0.599565216704555,TRUE
"pBeans",2,"net.sourceforge.pbeans.annotations.PersistentProperty",0,1,1,4,0,4,4,4,0,1,0,1,0,0,0.939999997615814,0.340000003576279,0.707173919548159,TRUE
"pBeans",2,"net.sourceforge.pbeans.data.ConnectionPool",19.2,1,0.8,209,0,30,4,10,1,2,0,2,1,0,0.8299999833107,0.129999995231628,0.436521738443686,FALSE
"pBeans",2,"net.sourceforge.pbeans.Operator",10.33333333,1,0.6667,40,0,4,2,3,0,3,0,3,1,0,0.879999995231628,0.180000007152557,0.478913042532361,FALSE
"pBeans",2,"net.sourceforge.pbeans.data.hsqldb.DatabaseImpl",28.25,6,1.5,352,0,45,4,12,1,0,2,4,4,2,0.930000007152557,0.449999988079071,0.736521739026775,FALSE
"pBeans",2,"net.sourceforge.pbeans.data.BeanUnmarshaller",0,1,1,3,0,3,3,3,0,5,0,5,0,0,0.879999995231628,0.28999999165535,0.573043479219727,TRUE
"pBeans",2,"net.sourceforge.pbeans.Persistent",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.980000019073486,0.400000005960464,0.726521740141122,TRUE
"pBeans",2,"net.sourceforge.pbeans.servlet.ConversionException",5.333333333,1,0.6667,21,0,4,3,3,1,1,0,1,0,0,0.959999978542328,0.180000007152557,0.50456521562908,FALSE
"pBeans",2,"net.sourceforge.pbeans.PersistentMapEntry",5.888888889,2,1,65,0,13,8,9,1,1,0,4,4,0,0.97000002861023,0.389999985694885,0.769347825775976,FALSE
"pBeans",2,"net.sourceforge.pbeans.Store",40.07692308,8,1.1648,3752,0,266,45,91,1,12,0,35,30,0,0.959999978542328,0.360000014305115,0.738695650644924,FALSE
"pBeans",2,"net.sourceforge.pbeans.data.DatabaseFactory",0,1,1,1,0,1,1,1,0,2,0,3,1,0,0.959999978542328,0.239999994635582,0.731086958685647,TRUE
"pBeans",2,"net.sourceforge.pbeans.StoreException",5,0,0,18,1,6,3,3,0,11,0,11,0,0,0.97000002861023,0.310000002384186,0.5521739118773,FALSE
"pBeans",2,"net.sourceforge.pbeans.servlet.MissingEntryException",5.333333333,1,0.6667,21,0,4,3,3,1,1,0,1,0,0,0.97000002861023,0.259999990463257,0.546521734932195,FALSE
"pBeans",2,"net.sourceforge.pbeans.data.FieldDescriptor",8.857142857,3,0.6429,144,0,16,13,14,1,11,0,11,1,0,0.980000019073486,0.419999986886978,0.751521736383438,TRUE
"pBeans",2,"net.sourceforge.pbeans.data.GenericDataSource",10.85714286,1,0.8571,170,0,28,13,14,1,2,0,2,0,0,0.910000026226044,0.270000010728836,0.692826084468676,FALSE
"pBeans",2,"net.sourceforge.pbeans.servlet.ServletMapper",38.33333333,1,0.8333,236,0,33,4,6,0,1,0,2,1,0,0.889999985694885,0.129999995231628,0.680000003265298,FALSE
"pBeans",2,"net.sourceforge.pbeans.data.postgresql.DatabaseImpl",22.85,3,1.3,479,0,67,4,20,1,0,7,4,4,2,0.930000007152557,0.449999988079071,0.736521739026775,FALSE
"pBeans",2,"net.sourceforge.pbeans.StoreInfo",0,1,1,15,0,15,15,15,0,6,0,9,4,0,0.959999978542328,0.419999986886978,0.751521737679191,FALSE
"pBeans",2,"net.sourceforge.pbeans.data.mysql.DatabaseImpl",19.06666667,2,1,301,0,37,5,15,0,0,5,2,2,1,0.930000007152557,0.449999988079071,0.736521739026775,FALSE
"pBeans",2,"net.sourceforge.pbeans.util.Hash",19.75,2,0.75,85,0,16,3,4,1,4,0,4,0,0,0.889999985694885,0.28999999165535,0.610652173342912,TRUE
"pBeans",2,"net.sourceforge.pbeans.BeanFactory",0,1,1,1,0,1,1,1,0,3,0,3,0,0,0.860000014305115,0.270000010728836,0.657608699539433,FALSE
"pBeans",2,"net.sourceforge.pbeans.data.GenericDatabase",30.5,4,1.3333,190,0,27,3,6,1,0,2,2,2,2,0.939999997615814,0.439999997615814,0.76739130201547,FALSE
"pBeans",2,"net.sourceforge.pbeans.util.BeanMapper",36.6,1,0.6,189,0,25,4,5,1,0,0,0,0,0,0.949999988079071,0.25,0.676739134218382,FALSE
"pBeans",2,"net.sourceforge.pbeans.SimpleLogicalOperator",3.75,1,0.75,20,0,5,4,4,1,3,0,3,1,0,0.990000009536743,0.280000001192093,0.639999999300293,TRUE
"pBeans",2,"net.sourceforge.pbeans.data.sqlserver.DatabaseImpl",22,3,1.2,230,0,33,3,10,0,0,4,2,2,1,0.930000007152557,0.449999988079071,0.736521739026775,FALSE
"pBeans",2,"net.sourceforge.pbeans.data.IndexDescriptor",10.2,5,1.1,116,0,16,10,10,1,4,1,4,0,1,0.980000019073486,0.419999986886978,0.734782607011173,FALSE
"pBeans",2,"net.sourceforge.pbeans.MissingEntryException",12,1,0.5,28,0,6,2,2,1,0,0,0,0,0,0.97000002861023,0.259999990463257,0.546521734932195,FALSE
"pBeans",2,"net.sourceforge.pbeans.IMultiValueContainer",0,1,1,3,0,3,3,3,0,2,0,2,0,0,0.980000019073486,0.409999996423721,0.723478259599727,FALSE
"pBeans",2,"net.sourceforge.pbeans.data.AbstractDatabase",67.65384615,10,1.4038,3579,5,189,22,52,1,10,0,19,13,0,0.980000019073486,0.300000011920929,0.723043477405672,TRUE
"pBeans",2,"net.sourceforge.pbeans.AbstractStoreInfo",51.0625,28,2.9375,837,0,74,15,16,1,0,0,8,8,0,0.980000019073486,0.259999990463257,0.703695652277573,TRUE
"pBeans",2,"net.sourceforge.pbeans.Index",11.33333333,4,1.1111,114,0,17,9,9,1,4,1,4,0,1,0.810000002384186,0.230000004172325,0.530217393260935,FALSE
"pBeans",2,"net.sourceforge.pbeans.DuplicateEntryException",5,0,0,18,0,6,3,3,0,2,0,3,1,0,0.959999978542328,0.200000002980232,0.572608691194783,TRUE
